lemma,pos,sentiment,category,source_en,verified
monopolistyczny,ADJ,negative,negative,monopolistic,auto
monopolizacja,NOUN,negative,negative,monopolization;monopolizing,auto
monopolizować,VERB,negative,negative,monopolize;monopolizes,auto
moratoria,NOUN,negative,negative,moratoria;moratoriums,auto
moratorium,NOUN,negative,negative,moratorium,auto
most,NOUN,negative,negative,bridge,auto
mothballing,NOUN,negative,negative,mothballing,auto
mozolnie,ADV,negative,negative,tortuously,auto
możliwy,ADJ,negative,uncertainty,possible,auto
mutandis,ADV,negative,litigious,mutandis,auto
mylić,ADJ,negative,negative,confusing;misleading,auto
myląco,ADV,negative,negative,confusingly;misleadingly,auto
nabywać,VERB,negative,litigious,acquirees,auto
nabywca,NOUN,negative,litigious,acquirors,auto
nac,ADJ,negative,negative,abrupt;sudden,auto
nacisk,NOUN,negative,constraining,insistence,auto
nacisnąć,NOUN,negative,negative,pressing,auto
nadbudowa,ADJ,negative,negative,overbuilds,auto
nadbudować,NOUN,negative,negative,overbuilding,auto
nadkład,NOUN,negative,negative,overburden,auto
nadmiernie,ADV,negative,negative,excessively;inordinately,auto
nadmierny,ADJ,negative,negative,excessive;inordinate,auto
nadpodażyć,NOUN,negative,negative,oversupplied;oversupplies;oversupply;oversupplying,auto
nadprodukcja,NOUN,negative,negative,overproduced;overproduces;overproducing;overproduction,auto
nadpłata,NOUN,negative,negative,overpayment;overpayments,auto
nadużycie,NOUN,negative,negative,abuse;abuses;abusive;abusiveness;malfeasance;malpractice;misuse;misuses;misusing;misfeasance,auto
nadużywać,ADJ,negative,negative,abused;misused,auto
nadużywać,NOUN,negative,negative,abusing,auto
nadwartość,NOUN,negative,negative,overvalue,auto
nagle,ADV,negative,uncertainty,suddenly,auto
nagroda,NOUN,positive,positive,reward;rewards,auto
nagrodzić,ADJ,positive,positive,rewarded,auto
nakaz,NOUN,negative,negative,injunction,auto
nakazać,ADJ,negative,constraining,enjoined;mandated,auto
nakazać,VERB,negative,negative,enjoin,auto
nakazowy,ADJ,negative,litigious,injunctive,auto
nakazywać,ADJ,negative,constraining,enjoining;mandating,auto
nakazywać,VERB,negative,negative,enjoins,auto
nakazyć,NOUN,negative,litigious,injunctions;remands,auto
nakładać,ADJ,negative,constraining,imposing,auto
nakładać,VERB,negative,constraining,impose;imposes,auto
nalegać,NOUN,negative,constraining,insisting,auto
nalegać,VERB,negative,constraining,insist;insisted;insists,auto
należność,NOUN,negative,negative,uncollectibles,auto
należycie,ADV,negative,litigious,duly,auto
napaść,NOUN,negative,negative,assaults,auto
napaść,VERB,negative,negative,assaulting,auto
napiąć,ADJ,negative,negative,strained,auto
naprawić,ADJ,negative,litigious,remediated;remedied,auto
naprężenie,NOUN,negative,negative,straining;stresses,auto
naruszać,ADJ,negative,negative,infringing;violating;violative;violators;contravening;infringer,auto
naruszać,VERB,negative,negative,infringe;infringes;violate;violates;contravene;contravenes,auto
naruszyciel,NOUN,negative,negative,violator,auto
naruszyć,ADJ,negative,negative,breached;encroached;infringed;tampered;violated;contravened,auto
naruszyć,NOUN,negative,negative,breach;breaches;breaching;encroachments;infringement;infringements;violation;violations;contravention;contraventions,auto
narzekać,NOUN,negative,negative,complaining,auto
narzekać,VERB,negative,negative,complain,auto
narzucić,NOUN,negative,constraining,impositions,auto
nasilać,VERB,negative,negative,aggravate,auto
nasilenie,NOUN,negative,negative,sever,auto
następnie,ADV,negative,litigious,thereupon,auto
nałożyć,ADJ,negative,constraining,imposed,auto
nałożyć,NOUN,negative,constraining,imposition,auto
negatywa,NOUN,negative,negative,negatives,auto
negatywnie,ADV,negative,negative,negatively,auto
negatywny,ADJ,negative,negative,negative,auto
nieadekwatność,NOUN,negative,negative,inadequacy,auto
nieatrakcyjny,ADJ,negative,negative,unattractive,auto
niebezpieczeństwo,NOUN,negative,negative,danger;dangers;imperil;peril;perils,auto
niebezpiecznie,ADV,negative,negative,dangerously,auto
niebezpieczny,ADJ,negative,negative,dangerous;hazardous;unsafe,auto
niechętnie,ADV,negative,negative,aversely,auto
niechętny,ADJ,negative,negative,reluctant;unreceptive;unwilling,auto
niechęć,NOUN,negative,negative,reluctance;unwillingness,auto
nieco,ADV,negative,uncertainty,somewhat,auto
nieczytelny,ADJ,negative,negative,illegible,auto
niedbale,ADV,negative,negative,negligently,auto
niedbały,VERB,negative,negative,neglectful,auto
niedobory,NOUN,negative,negative,shortages;shortfalls,auto
niedobór,NOUN,negative,negative,deficiency;deficient;shortage;shortfall,auto
niedogodność,NOUN,negative,negative,inconvenience;inconveniences,auto
niedojrzały,VERB,negative,negative,immature,auto
niedokładnie,ADV,negative,negative,inaccurately,auto
niedokładność,NOUN,negative,uncertainty,inaccuracy;imprecision;imprecisions;inexactness,auto
niedokładny,ADJ,negative,negative,inaccurate;inexact,auto
niedopasowanie,NOUN,negative,negative,mismatch;mismatches;mismatching,auto
niedopasowany,ADJ,negative,negative,mismatched,auto
niedopowiedzenie,NOUN,negative,negative,understatement;understatements,auto
niedopuszczalnie,ADV,negative,negative,unacceptably,auto
niedopuszczalny,ADJ,negative,negative,impermissible;unacceptable,auto
niedopłata,NOUN,negative,negative,underpayment,auto
niedopłaty,NOUN,negative,negative,underpayments;underpays,auto
niedoskonałość,NOUN,negative,negative,imperfection;imperfections;inadequacies,auto
niedostarczalny,ADJ,negative,negative,undeliverable,auto
niedostępność,NOUN,negative,negative,unavailability,auto
niedostępny,ADJ,negative,negative,inaccessible;unavailable,auto
niedoszacowanie,NOUN,negative,negative,underestimate;underestimating;underestimation,auto
niedoubezpieczenie,NOUN,negative,negative,underinsured,auto
niedozwolony,ADJ,negative,negative,disallowed;disallowing,auto
nieefektywnie,ADV,negative,negative,inefficiently,auto
nieefektywność,NOUN,negative,negative,inefficiencies;inefficiency,auto
nieefektywny,ADJ,negative,negative,inefficient,auto
nieekonomicznie,ADV,negative,negative,uneconomically,auto
nieekonomiczny,ADJ,negative,negative,uneconomical,auto
nieetycznie,ADV,negative,negative,unethically,auto
nieetyczny,ADJ,negative,negative,unethical,auto
niefortunny,ADJ,negative,negative,unfortunate,auto
niefunkcjonalny,ADJ,negative,negative,nonfunctional,auto
niegospodarność,NOUN,negative,negative,mismanagement,auto
niehonorowo,ADV,negative,negative,dishonorably,auto
niehonorowy,ADJ,negative,negative,dishonorable,auto
niejasno,ADV,negative,uncertainty,vaguely,auto
niejasność,NOUN,negative,uncertainty,ambiguities;vagueness;vaguenesses,auto
niejasny,ADJ,negative,uncertainty,unclear;vague;vaguest,auto
niejednoznaczność,NOUN,negative,uncertainty,ambiguity,auto
niejednoznaczny,ADJ,negative,negative,inconclusive;ambiguous,auto
niekompatybilny,ADJ,negative,negative,incompatible,auto
niekompetencja,NOUN,negative,negative,incompetence;incompetency,auto
niekompetentnie,ADV,negative,negative,incompetently,auto
niekompetentny,ADJ,negative,negative,incompetent;incompetents,auto
niekompletnie,ADV,negative,negative,incompletely,auto
niekompletność,NOUN,negative,negative,incompleteness,auto
niekompletny,ADJ,negative,negative,incomplete,auto
niekonkurencyjny,ADJ,negative,negative,noncompetitive;uncompetitive,auto
niekonsekwentnie,ADV,negative,negative,inconsistently,auto
niekonstytucyjnie,ADV,negative,litigious,unconstitutionally,auto
niekonstytucyjność,NOUN,negative,litigious,unconstitutionality,auto
niekonstytucyjny,ADJ,negative,litigious,unconstitutional,auto
niekontrolowanie,NOUN,negative,negative,uncontrollably,auto
niekorzystnie,ADV,negative,negative,adversely;unfavorably,auto
niekorzystność,NOUN,negative,negative,unfavorability,auto
niekorzystny,ADJ,negative,negative,adverse;disadvantageous;unfavorable;unfavourable,auto
niekończący,ADJ,negative,litigious,nonterminable,auto
niekwalifikowalność,NOUN,negative,negative,ineligibility,auto
niekwalifikujący,ADJ,negative,negative,ineligible,auto
nielegalnie,ADV,negative,negative,illegally;illicitly,auto
nielegalność,NOUN,negative,negative,illegalities;illegality,auto
nielegalny,ADJ,negative,negative,illegal;illicit,auto
nielojalnie,ADV,negative,negative,disloyally,auto
nielojalność,NOUN,negative,negative,disloyalty,auto
nielojalny,ADJ,negative,negative,disloyal,auto
niematerialność,NOUN,negative,litigious,immateriality,auto
niematerialny,ADJ,negative,uncertainty,intangible,auto
niemoralny,ADJ,negative,negative,immoral,auto
niemożliwość,NOUN,negative,negative,impossibility,auto
niemożliwy,ADJ,negative,negative,impossible,auto
nienależny,ADJ,negative,negative,undue,auto
nienormalnie,ADV,negative,negative,abnormally,auto
nienormalny,ADJ,negative,negative,abnormal,auto
nieobecność,NOUN,negative,negative,absence;absences,auto
nieobserwowalny,ADJ,negative,uncertainty,unobservable,auto
nieoczekiwanie,ADV,negative,negative,unexpectedly,auto
nieodnowienie,NOUN,negative,negative,nonrenewal,auto
nieodpowiedni,ADJ,negative,negative,inadequate;inappropriate;unsuitable;unsuited,auto
nieodpowiednio,ADV,negative,negative,inadequately;unsuitably,auto
nieodpłatny,ADJ,negative,negative,gratuitous,auto
nieodwołalnie,ADV,negative,litigious,indefeasibly;irrevocably,auto
nieodwołalność,NOUN,negative,litigious,irrevocability,auto
nieodwołalny,ADJ,negative,constraining,irrevocable;noncancelable;noncancellable,auto
nieodwracalnie,ADV,negative,negative,irrecoverably;irreparably,auto
nieodwracalny,ADJ,negative,negative,irreparable;irreversible,auto
nieodzyskiwalny,ADJ,negative,negative,irrecoverable;unrecoverable,auto
nieokreśloność,NOUN,negative,uncertainty,indefiniteness,auto
nieopłacalny,ADJ,negative,negative,uneconomic;unprofitable,auto
nieosiągalność,NOUN,negative,negative,nonattainment,auto
nieosiągalny,ADJ,negative,negative,unobtainable,auto
nieostrożnie,ADV,negative,negative,carelessly,auto
nieostrożność,NOUN,negative,negative,carelessness,auto
nieostrożny,ADJ,negative,negative,careless,auto
niepewnie,ADV,negative,uncertainty,uncertainly,auto
niepewność,NOUN,negative,uncertainty,uncertainties;uncertainty,auto
niepewny,ADJ,negative,negative,insecure;unsure;uncertain;unsettled,auto
niepodrabialność,NOUN,negative,litigious,nonforfeitability,auto
niepodważalny,ADJ,negative,litigious,incontestable,auto
niepokojący,ADJ,negative,negative,disturbing;worrying,auto
niepokój,NOUN,negative,negative,distress;unrest,auto
niepoprawność,NOUN,negative,negative,incorrectness,auto
niepopularny,ADJ,negative,negative,unpopular,auto
nieporozumienie,NOUN,negative,negative,disagreements;misunderstanding;misunderstandings,auto
niepotrzebnie,ADV,negative,negative,unnecessarily,auto
niepotrzebny,ADJ,negative,negative,unnecessary;unneeded,auto
niepoważnie,ADV,negative,negative,frivolously,auto
niepoważny,ADJ,negative,negative,frivolous,auto
niepowiernicy,ADJ,negative,litigious,nonfiduciary,auto
niepowodzenie,NOUN,negative,negative,failing,auto
niepożądany,ADJ,negative,negative,undesirable;undesired;unwelcome,auto
niepraktyczność,NOUN,negative,negative,impracticalities;impracticality,auto
niepraktyczny,ADJ,negative,negative,impractical,auto
nieprawda,NOUN,negative,negative,untruth,auto
nieprawdopodobieństwo,NOUN,negative,uncertainty,improbability,auto
nieprawdopodobny,ADJ,negative,uncertainty,improbable,auto
nieprawdziwie,ADV,negative,negative,untruthfully,auto
nieprawdziwość,NOUN,negative,negative,untruthfulness,auto
nieprawdziwy,ADJ,negative,negative,untruthful,auto
nieprawidłowo,ADV,negative,negative,incorrectly,auto
nieprawidłowość,NOUN,negative,negative,abnormalities;abnormality;improprieties;irregularities;irregularity;misstatement;misstatements,auto
nieprawidłowy,ADJ,negative,negative,incorrect,auto
nieprecyzyjny,ADJ,negative,uncertainty,imprecise,auto
nieprodukcyjny,ADJ,negative,negative,nonproducing,auto
nieproduktywny,ADJ,negative,negative,nonproductive;unproductive,auto
nieproporcjonalnie,ADV,negative,negative,disproportionately,auto
nieproporcjonalny,ADJ,negative,negative,disproportional;disproportionate,auto
nieprzewidywalnie,ADV,negative,negative,unpredictably,auto
nieprzewidywalność,NOUN,negative,negative,unpredictability,auto
nieprzewidywalny,ADJ,negative,negative,unforeseeable;unpredictable,auto
nieprzychylny,ADJ,negative,negative,disfavoring,auto
nieprzydatność,NOUN,negative,negative,unsuitability,auto
nieprzyjazny,ADJ,negative,negative,unfriendly,auto
nieprzyjemny,ADJ,negative,negative,disagreeable,auto
nieprzyzwoitość,NOUN,negative,negative,indecency;obscenity,auto
nieprzyzwoity,ADJ,negative,negative,indecent;obscene,auto
niepłynny,ADJ,negative,negative,illiquid,auto
nieracjonalność,NOUN,negative,negative,unreasonableness,auto
nierealistyczny,ADJ,negative,negative,unrealistic,auto
nieregularnie,ADV,negative,negative,erratically;irregularly,auto
nieregularny,ADJ,negative,negative,erratic;irregular,auto
nierentowność,NOUN,negative,negative,unprofitability,auto
nierozstrzygnięty,ADJ,negative,negative,unresolved,auto
nierozsądnie,ADV,negative,negative,unreasonably,auto
nierozsądny,ADJ,negative,negative,unreasonable,auto
nierozważnie,ADV,negative,negative,imprudently,auto
nierozważny,ADJ,negative,negative,imprudent,auto
nieruchomość,NOUN,negative,litigious,hereditaments,auto
nierynkowy,ADJ,negative,negative,unmarketable,auto
nierówno,ADV,negative,negative,inequitably,auto
nierównowaga,NOUN,negative,negative,imbalance,auto
nierównowagić,ADJ,negative,negative,imbalances,auto
nierówność,NOUN,negative,negative,inequities;inequity,auto
niesamowity,ADJ,positive,positive,incredible,auto
niesezonowo,ADV,negative,uncertainty,unseasonably,auto
niesezonowość,NOUN,negative,uncertainty,unseasonable,auto
nieskutecznie,ADV,negative,negative,ineffectively,auto
nieskuteczność,NOUN,negative,negative,ineffectiveness,auto
nieskuteczny,ADJ,negative,negative,ineffective,auto
nieskładkowy,ADJ,negative,litigious,noncontributory,auto
niesmaczny,ADJ,negative,negative,unsavory,auto
niespecyficzny,ADJ,negative,uncertainty,unspecific,auto
niespokojny,ADJ,negative,negative,troubled,auto
niesprawiedliwie,ADV,negative,negative,unfairly;unjustly,auto
niesprawiedliwy,ADJ,negative,negative,inequitable;unjust,auto
niesprzedany,ADJ,negative,negative,unsold,auto
niesprzedawalny,ADJ,negative,negative,unsalable;unsaleable;unsellable,auto
niespójność,NOUN,negative,negative,inconsistencies;inconsistency,auto
niespójny,ADJ,negative,negative,inconsistent,auto
niestabilność,NOUN,negative,negative,instability;instabilities,auto
niestabilny,ADJ,negative,negative,unstable,auto
niestosowność,NOUN,negative,negative,impropriety,auto
niesubordynacja,NOUN,negative,negative,insubordination,auto
nieszczęście,ADV,negative,negative,calamity,auto
niesłusznie,ADV,negative,negative,wrongfully;wrongly,auto
nieuchronnie,ADV,negative,negative,unavoidably,auto
nieuczciwie,ADV,negative,negative,dishonestly;fraudulently,auto
nieuczciwość,NOUN,negative,litigious,dishonesty;nonfeasance,auto
nieuczciwy,ADJ,negative,negative,dishonest;fraudulent;unfair,auto
nieujawnianie,NOUN,negative,negative,nondisclosure,auto
nieumyślnie,ADV,negative,negative,inadvertently;unintentionally,auto
nieumyślny,ADJ,negative,negative,inadvertent,auto
nieusunięty,ADJ,negative,litigious,unremedied;unremediated,auto
nieuwaga,NOUN,negative,negative,inattention,auto
nieuzasadniony,ADJ,negative,negative,unconscionable;unjustifiable;unjustified;unwarranted;nonusurious,auto
nieważność,NOUN,negative,litigious,invalidity;nullities;nullity,auto
nieważny,ADJ,negative,negative,invalid,auto
nieweryfikowalny,ADJ,negative,litigious,nonseverable,auto
niewiadomy,ADJ,negative,uncertainty,unknowns,auto
niewiarygodnie,ADV,positive,positive,incredibly,auto
niewrażliwy,ADJ,negative,negative,insensitive,auto
niewskazanie,NOUN,negative,negative,inadvisability,auto
niewydolność,NOUN,negative,negative,insufficiency,auto
niewygodny,ADJ,negative,negative,inconvenient,auto
niewykonalność,NOUN,negative,litigious,unenforceability,auto
niewykonalny,ADJ,negative,negative,impracticable;indefeasible;unfeasible;unenforceable,auto
niewykryty,ADJ,negative,negative,undetected,auto
niewykrywalny,ADJ,negative,uncertainty,undetectable,auto
niewymierny,ADJ,negative,uncertainty,unquantifiable,auto
niewypłacalność,NOUN,negative,negative,insolvencies;insolvency,auto
niewypłacalny,ADJ,negative,negative,insolvent,auto
niewystarczająco,ADV,negative,negative,insufficiently,auto
niewystarczający,ADJ,negative,negative,insufficient,auto
niewłaściwie,ADV,negative,negative,improperly;inappropriately,auto
niewłaściwy,ADJ,negative,negative,improper;wrong,auto
niezadowolenie,NOUN,negative,negative,dissatisfaction,auto
niezadowolony,ADJ,negative,negative,dissatisfied;unsatisfied,auto
niezajęty,ADJ,negative,negative,unoccupied,auto
niezależnie,ADV,negative,litigious,notwithstanding,auto
niezamierzony,ADJ,negative,negative,unintended;unintentional,auto
niezawodność,NOUN,positive,positive,dependability,auto
niezawodny,ADJ,positive,positive,dependable,auto
niezdolność,NOUN,negative,negative,inability;incapacity;unfitness,auto
niezdolny,ADJ,negative,negative,incapable;unable;unfit,auto
niezgoda,NOUN,negative,negative,disagreeing;disagreement,auto
niezgodność,NOUN,negative,negative,incompatibilities;incompatibility;noncompliance;noncompliances;nonconformities;nonconformity,auto
niezgodny,ADJ,negative,negative,noncompliant;noncomplying;nonconforming,auto
nieznajomość,NOUN,negative,uncertainty,unfamiliarity,auto
nieznany,ADJ,negative,uncertainty,unfamiliar;unknown,auto
niezrozumienie,NOUN,negative,negative,misunderstand,auto
niezrównany,ADJ,positive,positive,unmatched;unparalleled,auto
niezrównoważony,ADJ,negative,negative,unsustainable,auto
niezwykle,ADV,negative,uncertainty,unusually,auto
niezwykły,ADJ,negative,uncertainty,unusual,auto
niezwłocznie,ADV,negative,litigious,forthwith,auto
niełaski,NOUN,negative,negative,disfavor,auto
nieścisłość,NOUN,negative,negative,inaccuracies,auto
nieściągalność,NOUN,negative,negative,uncollectibility,auto
nieściągalny,ADJ,negative,negative,nonrecoverable;uncollectable;uncollectible,auto
nieświadomie,ADV,negative,negative,unknowingly,auto
nieświadomy,ADJ,negative,negative,unaware;unknowing,auto
niniejszy,ADJ,negative,litigious,hereby;hereinbefore;hereunto;hereupon;herewith,auto
niszczycielski,NOUN,negative,negative,devastating,auto
niszczyć,NOUN,negative,negative,destroying,auto
niszczyć,VERB,negative,negative,destroys,auto
nolo,NOUN,negative,litigious,nolo,auto
nonbreaching,NOUN,negative,litigious,nonbreaching,auto
notarialnie,ADV,negative,litigious,notarize;notarizing,auto
notariusz,NOUN,negative,litigious,notaries,auto
notariuszyć,NOUN,negative,litigious,notarial;notary,auto
notaryzacja,NOUN,negative,litigious,notarization,auto
novo,ADV,negative,litigious,novo,auto
nękać,ADJ,negative,negative,harassed,auto
nękać,NOUN,negative,negative,harassing;harassment,auto
nękać,VERB,negative,negative,harass,auto
obalająco,ADV,negative,litigious,rebuttably,auto
obalać,ADJ,negative,litigious,rebutting,auto
obalić,ADJ,negative,litigious,rebutted,auto
obalić,NOUN,negative,litigious,overturn;rebuts;rebuttal;rebuttals,auto
obalić,VERB,negative,litigious,rebut,auto
obawa,NOUN,negative,negative,concern;concerns;fears,auto
obchodzić,ADJ,negative,negative,circumvented,auto
obchodzić,NOUN,negative,negative,circumventing,auto
obciążać,ADJ,negative,negative,aggravating;burdening;encumbering;encumbrancer;encumbrancers,auto
obciążać,VERB,negative,negative,encumber;encumbers,auto
obciążyć,ADJ,negative,negative,burdened;encumbered;unencumbered,auto
obciążyć,NOUN,negative,negative,burden;burdens;encumbrance;encumbrances;strain,auto
obejście,ADV,negative,negative,circumvent;circumvention,auto
obejść,NOUN,negative,negative,circumventions;circumvents,auto
obfitość,NOUN,positive,positive,abundance,auto
obfity,ADJ,positive,positive,abundant;plentiful,auto
obliczać,VERB,negative,negative,miscalculates,auto
obliczyć,ADJ,negative,negative,miscalculated,auto
obliczyć,NOUN,negative,negative,miscalculating;miscalculations,auto
obliczyć,VERB,negative,negative,miscalculate,auto
obniżka,NOUN,negative,negative,downgrades,auto
obniżyć,ADJ,negative,negative,downgraded,auto
obniżyć,NOUN,negative,negative,downgrade;downgrading,auto
obowiązek,NOUN,negative,constraining,obligation;obligations,auto
obowiązkowo,ADV,negative,constraining,manditorily,auto
obowiązkowy,ADJ,negative,constraining,compulsory;mandatory;obligatory,auto
obrazić,ADJ,negative,negative,offended,auto
obraźliwie,ADV,negative,negative,abusively,auto
obrażać,VERB,negative,negative,offend;offends,auto
obsługiwać,ADJ,negative,negative,mishandled,auto
ocenić,ADJ,negative,negative,misjudged;reassessed,auto
ocenzurować,ADJ,negative,negative,censured,auto
oczekiwać,ADJ,negative,negative,unexpected,auto
oczernia,NOUN,negative,negative,denigrates,auto
oczerniać,ADJ,negative,negative,denigrated;denigrating;slandered,auto
oczerniać,NOUN,negative,negative,denigration,auto
oczerniać,VERB,negative,negative,denigrate,auto
odbiegać,ADJ,negative,negative,deviating,auto
odbiegać,VERB,negative,negative,deviate,auto
odbit,NOUN,positive,positive,rebounded,auto
odbić,NOUN,positive,positive,rebound;rebounding,auto
odblokować,NOUN,negative,litigious,unencumber,auto
odchylić,ADJ,negative,negative,deviated,auto
odchylić,NOUN,negative,negative,deviates;deviation;deviations,auto
odciąć,ADJ,negative,negative,severed,auto
odebrać,ADJ,negative,negative,uncollected,auto
odejść,NOUN,negative,negative,quitting,auto
odejść,VERB,negative,negative,quit,auto
odjąć,ADJ,negative,negative,detracted,auto
odkrywać,NOUN,negative,negative,uncovering,auto
odkrywać,VERB,negative,negative,uncovers,auto
odkryć,ADJ,negative,negative,uncover;uncovered,auto
odkładać,NOUN,negative,negative,postponing,auto
odmiana,NOUN,negative,uncertainty,variations,auto
odmowa,NOUN,negative,negative,denials;refusals;refuses,auto
odpis,NOUN,negative,negative,chargeoffs;writedown;writedowns;writeoff;writeoffs,auto
odpowiednio,ADV,positive,positive,adequately,auto
odpraw,NOUN,negative,litigious,severances,auto
odprawo,NOUN,negative,litigious,severance,auto
odpłata,NOUN,negative,negative,retribution;retributions,auto
odraczać,VERB,negative,litigious,adjourns,auto
odroczenie,NOUN,negative,negative,defer;postponement;postponements;postpones;adjourning;adjournment;adjournments,auto
odroczyć,ADJ,negative,litigious,adjourned,auto
odroczyć,VERB,negative,negative,postpone,auto
odrzucać,ADJ,negative,negative,repudiating,auto
odrzucać,VERB,negative,negative,repudiates,auto
odrzucić,ADJ,negative,negative,declined;disapproved;disclaimed;refused;rejected;repudiated;recused,auto
odrzucić,NOUN,negative,negative,reject;rejecting;rejection;rejections;repudiation;repudiations,auto
odrzucić,VERB,negative,negative,repudiate,auto
odrzut,NOUN,negative,negative,kickback;rejects,auto
odrębność,NOUN,positive,positive,distinctiveness,auto
odstraszać,ADJ,negative,negative,deterring,auto
odstraszać,NOUN,negative,negative,deterrence,auto
odstraszać,VERB,negative,negative,deter;deters,auto
odstępstwo,NOUN,negative,litigious,derogate;derogates;derogating;derogation;derogations,auto
odszkodowanie,NOUN,negative,litigious,disgorgement;indemnifiable;indemnification;indemnifications;indemnifying;indemnities;indemnity,auto
odsłaniać,NOUN,negative,negative,exposing,auto
odsłonąć,ADJ,negative,negative,exposed,auto
odtąd,ADV,negative,litigious,henceforth;henceforward;thenceforth;thenceforward,auto
odwet,NOUN,negative,negative,retaliate;retaliated;retaliates;retaliating;retaliation;retaliations,auto
odwetowy,ADJ,negative,negative,retaliatory,auto
odwołalność,NOUN,negative,litigious,revocability,auto
odwołanie,NOUN,negative,litigious,appellants;appellees,auto
odwołać,ADJ,negative,negative,canceled;revoked;appealed,auto
odwołać,NOUN,negative,negative,cancellations;revoke;revokes;revoking;appeal;appeals,auto
odwoływalny,ADJ,negative,litigious,appealable,auto
odwoływać,ADJ,negative,litigious,appellant,auto
odzysk,NOUN,positive,positive,regain,auto
odzyskać,ADJ,negative,negative,unrecovered;regained,auto
odzyskać,NOUN,positive,positive,regaining,auto
odzyskiwać,NOUN,negative,negative,repossessing,auto
odłączać,VERB,negative,negative,disassociates,auto
odłączenie,NOUN,negative,negative,disassociating;disassociation,auto
oferencić,NOUN,negative,litigious,offerees;offerors,auto
oferent,NOUN,negative,litigious,offeree;offeror,auto
ofiara,NOUN,negative,negative,fatalities;victims,auto
ofiarny,ADJ,negative,negative,sacrificial,auto
ograniczać,ADJ,negative,constraining,confining;constraining;restraining;restricting,auto
ograniczenie,NOUN,negative,constraining,confine;confinements;confines;curtail;curtailing;curtailment;curtailments;curtails;limitation;limitations;setbacks;constrain;constrains;constraint;constraints;limiting;restrain;restrains;restraints;restrict;restriction;restrictions;restricts,auto
ograniczony,ADJ,negative,constraining,confined;curtailed;bounded;constrained;restricted,auto
ogromnie,ADV,positive,positive,tremendously,auto
ogromny,ADJ,positive,positive,tremendous,auto
ogłaszać,VERB,negative,litigious,promulgates,auto
okazjonalnie,ADV,negative,uncertainty,occasionally,auto
okoliczność,NOUN,negative,uncertainty,contingencies,auto
okopać,VERB,negative,constraining,entrench,auto
okrążyć,NOUN,negative,negative,lapsing,auto
omyłkowo,ADV,negative,negative,mistakenly,auto
opisać,ADJ,negative,litigious,aforedescribed,auto
oportunistycznie,ADV,negative,negative,opportunistically,auto
oportunistyczny,ADJ,negative,negative,opportunistic,auto
opozycja,NOUN,negative,negative,opposition,auto
opozycć,NOUN,negative,negative,oppositions,auto
optione,NOUN,negative,litigious,optionees,auto
optionee,ADV,negative,litigious,optionee,auto
optymistyczny,ADJ,positive,positive,optimistic,auto
opuścić,ADJ,negative,negative,abandoned;derelict,auto
opóźnienie,NOUN,negative,negative,delay;delaying;delays;delinquently;lag;lagging;lags,auto
opóźnić,ADJ,negative,negative,delayed;lagged,auto
opłacalny,ADJ,positive,positive,profitable,auto
opłacać,ADJ,negative,negative,underpaid,auto
opłacić,ADJ,negative,negative,unpaid,auto
organ,NOUN,negative,litigious,legislatures,auto
orzeczenie,NOUN,negative,litigious,adjudications;ruling;rulings,auto
orzecznictwo,NOUN,negative,litigious,jurisprudence,auto
orzeczyć,ADJ,negative,litigious,adjudicated,auto
orzekać,ADJ,negative,litigious,adjudicating;adjudicative;adjudicatory,auto
orzekać,NOUN,negative,litigious,adjudging;adjudication,auto
orzekać,VERB,negative,litigious,adjudge;adjudges;adjudicate;adjudicates,auto
osiągać,VERB,positive,positive,accomplishes;achieves;attains,auto
osiągnięcie,NOUN,positive,positive,accomplish;accomplishing;accomplishment;accomplishments;achievement;achievements;achieving;attain;attaining;attainment;attainments,auto
osiągnąć,ADJ,positive,positive,accomplished;achieved;attained,auto
osiągnąć,VERB,positive,positive,achieve,auto
oskarżający,ADJ,negative,negative,accusing,auto
oskarżać,VERB,negative,negative,accuse;accuses,auto
oskarżenie,NOUN,negative,negative,accusation;accusations;indict;indicting;prosecutions,auto
oskarżony,NOUN,negative,negative,accused;indicted,auto
ospałość,NOUN,negative,negative,sluggishness,auto
ostatecznie,ADV,positive,positive,conclusively,auto
ostro,ADV,negative,negative,sharply,auto
ostrożnie,ADV,negative,uncertainty,cautiously,auto
ostrożność,NOUN,negative,negative,caution;cautionary;cautiousness;precaution,auto
ostrożny,ADJ,negative,uncertainty,cautious,auto
ostry,ADJ,negative,negative,harsher,auto
ostrzec,ADJ,negative,negative,warned,auto
ostrzegać,VERB,negative,negative,cautioned,auto
ostrzejy,ADJ,negative,negative,harshest,auto
ostrzeżenie,NOUN,negative,negative,warn;warning;warnings;warns,auto
oszałamiać,ADJ,negative,negative,staggering,auto
oszczerczyć,VERB,negative,negative,slanderous,auto
oszczerstwo,NOUN,negative,negative,slander;slanders;libels,auto
oszukać,ADJ,negative,negative,deceived;defrauded,auto
oszukać,VERB,negative,negative,deceive,auto
oszukować,VERB,negative,negative,deceives;defrauds,auto
oszustwo,NOUN,negative,negative,deceit;deception;deceptions;fraud;frauds;fraudulence,auto
osąd,NOUN,negative,negative,misjudgment;misjudgments,auto
osłabić,ADJ,negative,negative,impaired;weakened,auto
osłabić,NOUN,negative,negative,weaken;weakening,auto
overbuild,NOUN,negative,negative,overbuild,auto
